WALWORTH | WISCONSIN
BRAZORIA | TEXAS
CHARLEVOIX | MICHIGAN
BECKER | MINNESOTA
LYON | MINNESOTA
PECOS | TEXAS
STEPHENS | TEXAS
BEDFORD | TENNESSEE
BEDFORD | VIRGINIA
KEMPER | MISSISSIPPI
BLOUNT | TENNESSEE
COCKE | TENNESSEE
RANKIN | MISSISSIPPI
HUDSPETH | TEXAS
CAPE MAY | NEW JERSEY
CAMPBELL | TENNESSEE
CAMPBELL | VIRGINIA
CAMPBELL | WYOMING
GENESEE | MICHIGAN
EDWARDS | TEXAS
STONEWALL | TEXAS
HAMPSHIRE | MASSACHUSETTS
HAMPSHIRE | WEST VIRGINIA
SUMMERS | WEST VIRGINIA
LUCE | MICHIGAN
PISCATAQUIS | MAINE
RAPPAHANNOCK | VIRGINIA
BLAINE | MONTANA
BLAINE | NEBRASKA
LA SALLE | TEXAS
TUCKER | WEST VIRGINIA
PINE | MINNESOTA
KALAMAZOO | MICHIGAN
HUTCHINSON | TEXAS
BLUE EARTH | MINNESOTA
CLARKE | MISSISSIPPI
CLARKE | VIRGINIA
OKTIBBEHA | MISSISSIPPI
HIDALGO | NEW MEXICO
HIDALGO | TEXAS
WILLIAMSON | TENNESSEE
WILLIAMSON | TEXAS
TERRY | TEXAS
BROADWATER | MONTANA
MEDINA | TEXAS
KEYA PAHA | NEBRASKA
JACK | TEXAS
COOK | MINNESOTA
FREESTONE | TEXAS
GUADALUPE | NEW MEXICO
GUADALUPE | TEXAS
HAYES | NEBRASKA
GREELEY | NEBRASKA
DISTRICT OF COLUMBIA | z_NA
BERKSHIRE | MASSACHUSETTS
BARNSTABLE | MASSACHUSETTS
OVERTON | TENNESSEE
LAPEER | MICHIGAN
OSCODA | MICHIGAN
GREENBRIER | WEST VIRGINIA
HOWARD | NEBRASKA
HOWARD | TEXAS
LAMAR | MISSISSIPPI
LAMAR | TEXAS
MANASSAS PARK CITY | VIRGINIA
SIERRA | NEW MEXICO
HENNEPIN | MINNESOTA
BURNET | TEXAS
JUDITH BASIN | MONTANA
HANCOCK | MAINE
HANCOCK | MISSISSIPPI
HANCOCK | TENNESSEE
HANCOCK | WEST VIRGINIA
POTTER | TEXAS
BLANCO | TEXAS
PLEASANTS | WEST VIRGINIA
FORT BEND | TEXAS
LUBBOCK | TEXAS
SAN JACINTO | TEXAS
ST. JOSEPH | MICHIGAN
TARRANT | TEXAS
LEXINGTON CITY | VIRGINIA
PRINCE EDWARD | VIRGINIA
COLEMAN | TEXAS
KING | TEXAS
IONIA | MICHIGAN
TODD | MINNESOTA
ANDREWS | TEXAS
CRAIG | VIRGINIA
WRIGHT | MINNESOTA
JIM HOGG | TEXAS
SULLIVAN | TENNESSEE
FANNIN | TEXAS
SALEM CITY | VIRGINIA
CLAIBORNE | MISSISSIPPI
CLAIBORNE | TENNESSEE
CLINTON | MICHIGAN
PULASKI | VIRGINIA
WADENA | MINNESOTA
BRADLEY | TENNESSEE
NUCKOLLS | NEBRASKA
NIOBRARA | WYOMING
DENTON | TEXAS
BENTON | MINNESOTA
BENTON | MISSISSIPPI
BENTON | TENNESSEE
KENT | DELAWARE
KENT | MICHIGAN
KENT | RHODE ISLAND
KENT | TEXAS
TATE | MISSISSIPPI
GEORGE | MISSISSIPPI
OGEMAW | MICHIGAN
PIPESTONE | MINNESOTA
IRON | MICHIGAN
SWEET GRASS | MONTANA
LARAMIE | WYOMING
PARK | MONTANA
PARK | WYOMING
MOORE | TENNESSEE
MOORE | TEXAS
MONTGOMERY | MISSISSIPPI
MONTGOMERY | TENNESSEE
MONTGOMERY | TEXAS
MONTGOMERY | VIRGINIA
WETZEL | WEST VIRGINIA
IRION | TEXAS
PARMER | TEXAS
HICKMAN | TENNESSEE
RAINS | TEXAS
BROWN | MINNESOTA
BROWN | NEBRASKA
BROWN | TEXAS
MORRIS | NEW JERSEY
MORRIS | TEXAS
CUMING | NEBRASKA
ERATH | TEXAS
CARLTON | MINNESOTA
SHERBURNE | MINNESOTA
WHARTON | TEXAS
STILLWATER | MONTANA
YALOBUSHA | MISSISSIPPI
BOWIE | TEXAS
PLATTE | NEBRASKA
PLATTE | WYOMING
CUMBERLAND | MAINE
CUMBERLAND | NEW JERSEY
CUMBERLAND | TENNESSEE
CUMBERLAND | VIRGINIA
PAGE | VIRGINIA
NEWPORT | RHODE ISLAND
NACOGDOCHES | TEXAS
BUCKINGHAM | VIRGINIA
LUNA | NEW MEXICO
VAL VERDE | TEXAS
SUNFLOWER | MISSISSIPPI
BROOKE | WEST VIRGINIA
OCHILTREE | TEXAS
SHELBY | TENNESSEE
SHELBY | TEXAS
LUNENBURG | VIRGINIA
PENDLETON | WEST VIRGINIA
CHILDRESS | TEXAS
BRISTOL CITY | VIRGINIA
SUMNER | TENNESSEE
OSCEOLA | MICHIGAN
TALLAHATCHIE | MISSISSIPPI
MUSSELSHELL | MONTANA
BUENA VISTA CITY | VIRGINIA
WARREN | MISSISSIPPI
WARREN | NEW JERSEY
WARREN | TENNESSEE
WARREN | VIRGINIA
MISSOULA | MONTANA
YELLOWSTONE | MONTANA
GREGG | TEXAS
NORFOLK | MASSACHUSETTS
STAUNTON CITY | VIRGINIA
TUSCOLA | MICHIGAN
OBION | TENNESSEE
COPIAH | MISSISSIPPI
WARD | TEXAS
TOOLE | MONTANA
PHILLIPS | MONTANA
HINDS | MISSISSIPPI
WHEATLAND | MONTANA
MEAGHER | MONTANA
BOYD | NEBRASKA
WISE | TEXAS
WISE | VIRGINIA
COVINGTON CITY | VIRGINIA
CALHOUN | MICHIGAN
CALHOUN | MISSISSIPPI
CALHOUN | TEXAS
CALHOUN | WEST VIRGINIA
HENRICO | VIRGINIA
MURRAY | MINNESOTA
CAMDEN | NEW JERSEY
NAVARRO | TEXAS
FREDERICK | VIRGINIA
MANASSAS CITY | VIRGINIA
HEMPHILL | TEXAS
FAUQUIER | VIRGINIA
HOOD | TEXAS
LAFAYETTE | MISSISSIPPI
HAMPTON CITY | VIRGINIA
LEWIS AND CLARK | MONTANA
CANNON | TENNESSEE
SEVIER | TENNESSEE
TRINITY | TEXAS
HUNTERDON | NEW JERSEY
MONTAGUE | TEXAS
CALLAHAN | TEXAS
MANISTEE | MICHIGAN
BERRIEN | MICHIGAN
FENTRESS | TENNESSEE
CHOCTAW | MISSISSIPPI
SCHLEICHER | TEXAS
NORFOLK CITY | VIRGINIA
RUTHERFORD | TENNESSEE
AMHERST | VIRGINIA
EATON | MICHIGAN
GALVESTON | TEXAS
BIG STONE | MINNESOTA
PERRY | MISSISSIPPI
PERRY | TENNESSEE
HARLAN | NEBRASKA
SAN AUGUSTINE | TEXAS
KERR | TEXAS
KIMBLE | TEXAS
GLOUCESTER | NEW JERSEY
GLOUCESTER | VIRGINIA
COMAL | TEXAS
CHARLES CITY | VIRGINIA
MORRISON | MINNESOTA
ROANOKE | VIRGINIA
COTTONWOOD | MINNESOTA
WILLACY | TEXAS
ALCONA | MICHIGAN
ITASCA | MINNESOTA
BREWSTER | TEXAS
YELLOW MEDICINE | MINNESOTA
MIDDLESEX | MASSACHUSETTS
MIDDLESEX | NEW JERSEY
MIDDLESEX | VIRGINIA
FERGUS | MONTANA
LEELANAU | MICHIGAN
AMELIA | VIRGINIA
TRAVERSE | MINNESOTA
CHAMBERS | TEXAS
RICHARDSON | NEBRASKA
YORK | MAINE
YORK | NEBRASKA
YORK | VIRGINIA
MOWER | MINNESOTA
MARION | MISSISSIPPI
MARION | TENNESSEE
MARION | TEXAS
MARION | WEST VIRGINIA
THOMAS | NEBRASKA
BORDEN | TEXAS
NEW KENT | VIRGINIA
DALLAS | TEXAS
SUBLETTE | WYOMING
CARBON | MONTANA
CARBON | WYOMING
HOT SPRINGS | WYOMING
SILVER BOW | MONTANA
JASPER | MISSISSIPPI
JASPER | TEXAS
WALLER | TEXAS
SIOUX | NEBRASKA
UPSHUR | TEXAS
UPSHUR | WEST VIRGINIA
SCHOOLCRAFT | MICHIGAN
COFFEE | TENNESSEE
HASKELL | TEXAS
PONTOTOC | MISSISSIPPI
HILLSDALE | MICHIGAN
KLEBERG | TEXAS
POWDER RIVER | MONTANA
DEER LODGE | MONTANA
ZAVALA | TEXAS
WIBAUX | MONTANA
MCDOWELL | WEST VIRGINIA
ALBEMARLE | VIRGINIA
BAILEY | TEXAS
STERLING | TEXAS
WINKLER | TEXAS
THURSTON | NEBRASKA
OLMSTED | MINNESOTA
KANABEC | MINNESOTA
SPOTSYLVANIA | VIRGINIA
HARDING | NEW MEXICO
DYER | TENNESSEE
RICHMOND CITY | VIRGINIA
PAWNEE | NEBRASKA
WASECA | MINNESOTA
MILLS | TEXAS
ST. CLAIR | MICHIGAN
DICKINSON | MICHIGAN
BAYLOR | TEXAS
SABINE | TEXAS
DIMMIT | TEXAS
HUDSON | NEW JERSEY
OHIO | WEST VIRGINIA
WEXFORD | MICHIGAN
ROCKWALL | TEXAS
FREDERICKSBURG CITY | VIRGINIA
LIBERTY | MONTANA
LIBERTY | TEXAS
DEKALB | TENNESSEE
HOUSTON | MINNESOTA
HOUSTON | TENNESSEE
HOUSTON | TEXAS
IOSCO | MICHIGAN
ITAWAMBA | MISSISSIPPI
BURLINGTON | NEW JERSEY
POLK | MINNESOTA
POLK | NEBRASKA
POLK | TENNESSEE
POLK | TEXAS
BIG HORN | MONTANA
BIG HORN | WYOMING
MAURY | TENNESSEE
REFUGIO | TEXAS
MARQUETTE | MICHIGAN
POQUOSON CITY | VIRGINIA
WEAKLEY | TENNESSEE
SUTTON | TEXAS
UNION | MISSISSIPPI
UNION | NEW JERSEY
UNION | NEW MEXICO
UNION | TENNESSEE
HIGHLAND | VIRGINIA
UNICOI | TENNESSEE
BANNER | NEBRASKA
OXFORD | MAINE
PENNINGTON | MINNESOTA
KING GEORGE | VIRGINIA
SANILAC | MICHIGAN
ECTOR | TEXAS
GALAX CITY | VIRGINIA
FAIRFAX CITY | VIRGINIA
MAHNOMEN | MINNESOTA
TETON | MONTANA
TETON | WYOMING
THAYER | NEBRASKA
PONDERA | MONTANA
CASTRO | TEXAS
OCEAN | NEW JERSEY
ACCOMACK | VIRGINIA
BELL | TEXAS
DICKENS | TEXAS
THROCKMORTON | TEXAS
GOLIAD | TEXAS
TAOS | NEW MEXICO
JEFF DAVIS | TEXAS
WHITE | TENNESSEE
PIKE | MISSISSIPPI
BERGEN | NEW JERSEY
ARENAC | MICHIGAN
MACON | TENNESSEE
GRUNDY | TENNESSEE
KALKASKA | MICHIGAN
VIRGINIA BEACH CITY | VIRGINIA
NOTTOWAY | VIRGINIA
COCHRAN | TEXAS
CALDWELL | TEXAS
TYLER | TEXAS
TYLER | WEST VIRGINIA
BARBOUR | WEST VIRGINIA
NEWTON | MISSISSIPPI
NEWTON | TEXAS
KIMBALL | NEBRASKA
MATAGORDA | TEXAS
BRANCH | MICHIGAN
BROOKS | TEXAS
SANDERS | MONTANA
BOONE | NEBRASKA
BOONE | WEST VIRGINIA
CIBOLA | NEW MEXICO
TUNICA | MISSISSIPPI
ALCORN | MISSISSIPPI
ANOKA | MINNESOTA
MONROE | MICHIGAN
MONROE | MISSISSIPPI
MONROE | TENNESSEE
MONROE | WEST VIRGINIA
HAYWOOD | TENNESSEE
WALDO | MAINE
WEBB | TEXAS
APPOMATTOX | VIRGINIA
MCLENNAN | TEXAS
ARANSAS | TEXAS
PITTSYLVANIA | VIRGINIA
ROSEBUD | MONTANA
OTERO | NEW MEXICO
SHERMAN | NEBRASKA
SHERMAN | TEXAS
JACKSON | MICHIGAN
JACKSON | MINNESOTA
JACKSON | MISSISSIPPI
JACKSON | TENNESSEE
JACKSON | TEXAS
JACKSON | WEST VIRGINIA
BLEDSOE | TENNESSEE
FURNAS | NEBRASKA
HANOVER | VIRGINIA
HITCHCOCK | NEBRASKA
KENEDY | TEXAS
INGHAM | MICHIGAN
SAN PATRICIO | TEXAS
AROOSTOOK | MAINE
UPTON | TEXAS
MCPHERSON | NEBRASKA
GOLDEN VALLEY | MONTANA
HOCKLEY | TEXAS
NORTON CITY | VIRGINIA
POPE | MINNESOTA
MARSHALL | MINNESOTA
MARSHALL | MISSISSIPPI
MARSHALL | TENNESSEE
MARSHALL | WEST VIRGINIA
WHEELER | NEBRASKA
WHEELER | TEXAS
OTOE | NEBRASKA
CAROLINE | VIRGINIA
RUNNELS | TEXAS
CHICKASAW | MISSISSIPPI
KITTSON | MINNESOTA
DUKES | MASSACHUSETTS
WESTMORELAND | VIRGINIA
FILLMORE | MINNESOTA
FILLMORE | NEBRASKA
SALEM | NEW JERSEY
ADAMS | MISSISSIPPI
ADAMS | NEBRASKA
GRENADA | MISSISSIPPI
PORTSMOUTH CITY | VIRGINIA
BOSQUE | TEXAS
SHENANDOAH | VIRGINIA
SUFFOLK CITY | VIRGINIA
EASTLAND | TEXAS
BEAVERHEAD | MONTANA
HAMPDEN | MASSACHUSETTS
SOCORRO | NEW MEXICO
SWEETWATER | WYOMING
GRANT | MINNESOTA
GRANT | NEBRASKA
GRANT | NEW MEXICO
GRANT | WEST VIRGINIA
CAMP | TEXAS
COTTLE | TEXAS
SHACKELFORD | TEXAS
POCAHONTAS | WEST VIRGINIA
HAMBLEN | TENNESSEE
DANIELS | MONTANA
MECOSTA | MICHIGAN
YOUNG | TEXAS
COKE | TEXAS
MUSKEGON | MICHIGAN
CULPEPER | VIRGINIA
LAUDERDALE | MISSISSIPPI
LAUDERDALE | TENNESSEE
LYNN | TEXAS
REAGAN | TEXAS
LLANO | TEXAS
MAVERICK | TEXAS
PRESIDIO | TEXAS
DEWITT | TEXAS
MATHEWS | VIRGINIA
RUSK | TEXAS
PRINCE GEORGE | VIRGINIA
CHIPPEWA | MICHIGAN
CHIPPEWA | MINNESOTA
RICE | MINNESOTA
NUECES | TEXAS
SMITH | MISSISSIPPI
SMITH | TENNESSEE
SMITH | TEXAS
JIM WELLS | TEXAS
PRESTON | WEST VIRGINIA
COVINGTON | MISSISSIPPI
MILLE LACS | MINNESOTA
COLONIAL HEIGHTS CITY | VIRGINIA
FAIRFAX | VIRGINIA
GARZA | TEXAS
EMMET | MICHIGAN
DAWES | NEBRASKA
RALEIGH | WEST VIRGINIA
GOSPER | NEBRASKA
MONTMORENCY | MICHIGAN
MCMULLEN | TEXAS
CROSBY | TEXAS
GRIMES | TEXAS
HOLT | NEBRASKA
CLAY | MINNESOTA
CLAY | MISSISSIPPI
CLAY | NEBRASKA
CLAY | TENNESSEE
CLAY | TEXAS
CLAY | WEST VIRGINIA
CARSON | TEXAS
ELLIS | TEXAS
ANGELINA | TEXAS
LIMESTONE | TEXAS
MONMOUTH | NEW JERSEY
NEWPORT NEWS CITY | VIRGINIA
CHEYENNE | NEBRASKA
LE SUEUR | MINNESOTA
SARPY | NEBRASKA
SIBLEY | MINNESOTA
SWIFT | MINNESOTA
JAMES CITY | VIRGINIA
MISSAUKEE | MICHIGAN
PROVIDENCE | RHODE ISLAND
LINCOLN | MAINE
LINCOLN | MINNESOTA
LINCOLN | MISSISSIPPI
LINCOLN | MONTANA
LINCOLN | NEBRASKA
LINCOLN | NEW MEXICO
LINCOLN | TENNESSEE
LINCOLN | WEST VIRGINIA
LINCOLN | WYOMING
BAY | MICHIGAN
FALLS CHURCH CITY | VIRGINIA
MITCHELL | TEXAS
TRAVIS | TEXAS
KING AND QUEEN | VIRGINIA
LAKE OF THE WOODS | MINNESOTA
JEFFERSON DAVIS | MISSISSIPPI
WILBARGER | TEXAS
FLATHEAD | MONTANA
ROSEAU | MINNESOTA
SEQUATCHIE | TENNESSEE
GRANITE | MONTANA
BOLIVAR | MISSISSIPPI
POWELL | MONTANA
SHIAWASSEE | MICHIGAN
CEDAR | NEBRASKA
DEAF SMITH | TEXAS
WASHAKIE | WYOMING
JONES | MISSISSIPPI
JONES | TEXAS
SAN SABA | TEXAS
SAN JUAN | NEW MEXICO
NICHOLAS | WEST VIRGINIA
FREMONT | WYOMING
PRAIRIE | MONTANA
GRAINGER | TENNESSEE
HURON | MICHIGAN
FALLS | TEXAS
SAN MIGUEL | NEW MEXICO
CHESTERFIELD | VIRGINIA
FRANKLIN CITY | VIRGINIA
ALGER | MICHIGAN
FLOYD | TEXAS
FLOYD | VIRGINIA
LAKE | MICHIGAN
LAKE | MINNESOTA
LAKE | MONTANA
LAKE | TENNESSEE
POWHATAN | VIRGINIA
GRAYSON | TEXAS
GRAYSON | VIRGINIA
NORMAN | MINNESOTA
KEITH | NEBRASKA
CULBERSON | TEXAS
GLACIER | MONTANA
KENNEBEC | MAINE
SOMERVELL | TEXAS
GILLESPIE | TEXAS
ROBERTSON | TENNESSEE
ROBERTSON | TEXAS
SUSSEX | DELAWARE
SUSSEX | NEW JERSEY
SUSSEX | VIRGINIA
WILSON | TENNESSEE
WILSON | TEXAS
HENDERSON | TENNESSEE
HENDERSON | TEXAS
JOHNSON | NEBRASKA
JOHNSON | TENNESSEE
JOHNSON | TEXAS
JOHNSON | WYOMING
NORTHUMBERLAND | VIRGINIA
ROCKINGHAM | VIRGINIA
AUGUSTA | VIRGINIA
FALLON | MONTANA
ISABELLA | MICHIGAN
LEON | TEXAS
YOAKUM | TEXAS
CONVERSE | WYOMING
CROW WING | MINNESOTA
ISANTI | MINNESOTA
ROCK | MINNESOTA
ROCK | NEBRASKA
MENARD | TEXAS
HENRY | TENNESSEE
HENRY | VIRGINIA
FRANKLIN | MAINE
FRANKLIN | MASSACHUSETTS
FRANKLIN | MISSISSIPPI
FRANKLIN | NEBRASKA
FRANKLIN | TENNESSEE
FRANKLIN | TEXAS
FRANKLIN | VIRGINIA
RIO ARRIBA | NEW MEXICO
WILKINSON | MISSISSIPPI
DELTA | MICHIGAN
DELTA | TEXAS
HUBBARD | MINNESOTA
RED RIVER | TEXAS
NEW CASTLE | DELAWARE
ROANOKE CITY | VIRGINIA
ANDERSON | TENNESSEE
ANDERSON | TEXAS
GONZALES | TEXAS
STEELE | MINNESOTA
PETROLEUM | MONTANA
HOLMES | MISSISSIPPI
WINSTON | MISSISSIPPI
SANTA FE | NEW MEXICO
KING WILLIAM | VIRGINIA
ALASKA | z_NA
COLFAX | NEBRASKA
COLFAX | NEW MEXICO
GARDEN | NEBRASKA
EL PASO | TEXAS
HARDY | WEST VIRGINIA
VALLEY | MONTANA
VALLEY | NEBRASKA
BRISTOL | MASSACHUSETTS
BRISTOL | RHODE ISLAND
TAZEWELL | VIRGINIA
MILAM | TEXAS
GLADWIN | MICHIGAN
SEWARD | NEBRASKA
BARRY | MICHIGAN
COAHOMA | MISSISSIPPI
CHESAPEAKE CITY | VIRGINIA
BERKELEY | WEST VIRGINIA
LAVACA | TEXAS
TIPTON | TENNESSEE
ROCKBRIDGE | VIRGINIA
ALLEGHANY | VIRGINIA
WINONA | MINNESOTA
NICOLLET | MINNESOTA
WORCESTER | MASSACHUSETTS
CHASE | NEBRASKA
GRAND TRAVERSE | MICHIGAN
BLAND | VIRGINIA
REAL | TEXAS
LIVINGSTON | MICHIGAN
PRESQUE ISLE | MICHIGAN
HARTLEY | TEXAS
PLYMOUTH | MASSACHUSETTS
HALIFAX | VIRGINIA
STEVENS | MINNESOTA
HOOKER | NEBRASKA
CABELL | WEST VIRGINIA
SAUNDERS | NEBRASKA
KOOCHICHING | MINNESOTA
OTTAWA | MICHIGAN
CLARE | MICHIGAN
CHAVES | NEW MEXICO
RHEA | TENNESSEE
MCNAIRY | TENNESSEE
ROSCOMMON | MICHIGAN
BATH | VIRGINIA
SHARKEY | MISSISSIPPI
OTTER TAIL | MINNESOTA
KANAWHA | WEST VIRGINIA
TROUSDALE | TENNESSEE
LAWRENCE | MISSISSIPPI
LAWRENCE | TENNESSEE
DICKSON | TENNESSEE
ATASCOSA | TEXAS
CHEBOYGAN | MICHIGAN
KAUFMAN | TEXAS
ISLE OF WIGHT | VIRGINIA
GRATIOT | MICHIGAN
DAWSON | MONTANA
DAWSON | NEBRASKA
DAWSON | TEXAS
BRUNSWICK | VIRGINIA
MACKINAC | MICHIGAN
LOUISA | VIRGINIA
PICKETT | TENNESSEE
PIERCE | NEBRASKA
LIPSCOMB | TEXAS
FREEBORN | MINNESOTA
QUAY | NEW MEXICO
STAFFORD | VIRGINIA
PALO PINTO | TEXAS
DECATUR | TENNESSEE
WYTHE | VIRGINIA
HARRISON | MISSISSIPPI
HARRISON | TEXAS
HARRISON | WEST VIRGINIA
FRONTIER | NEBRASKA
MORGAN | TENNESSEE
MORGAN | WEST VIRGINIA
LEWIS | TENNESSEE
LEWIS | WEST VIRGINIA
CUSTER | MONTANA
CUSTER | NEBRASKA
CARTER | MONTANA
CARTER | TENNESSEE
BOX BUTTE | NEBRASKA
CRANE | TEXAS
QUITMAN | MISSISSIPPI
CARVER | MINNESOTA
CROCKETT | TENNESSEE
CROCKETT | TEXAS
TIPPAH | MISSISSIPPI
DONLEY | TEXAS
SWISHER | TEXAS
PERKINS | NEBRASKA
MARTIN | MINNESOTA
MARTIN | TEXAS
WAYNE | MICHIGAN
WAYNE | MISSISSIPPI
WAYNE | NEBRASKA
WAYNE | TENNESSEE
WAYNE | WEST VIRGINIA
COLLINGSWORTH | TEXAS
TREASURE | MONTANA
FORREST | MISSISSIPPI
OAKLAND | MICHIGAN
PRENTISS | MISSISSIPPI
DONA ANA | NEW MEXICO
RAVALLI | MONTANA
LOWNDES | MISSISSIPPI
DUNDY | NEBRASKA
MCMINN | TENNESSEE
COOKE | TEXAS
NORTHAMPTON | VIRGINIA
WALKER | TEXAS
TITUS | TEXAS
ORANGE | TEXAS
ORANGE | VIRGINIA
ALPENA | MICHIGAN
KENDALL | TEXAS
DANVILLE CITY | VIRGINIA
FARIBAULT | MINNESOTA
BRISCOE | TEXAS
PASSAIC | NEW JERSEY
ALEXANDRIA CITY | VIRGINIA
WILKIN | MINNESOTA
VAN BUREN | MICHIGAN
VAN BUREN | TENNESSEE
BEDFORD CITY | VIRGINIA
WAYNESBORO CITY | VIRGINIA
LAC QUI PARLE | MINNESOTA
LEE | MISSISSIPPI
LEE | TEXAS
LEE | VIRGINIA
OCEANA | MICHIGAN
CHARLOTTESVILLE CITY | VIRGINIA
GLASSCOCK | TEXAS
MCKINLEY | NEW MEXICO
PHELPS | NEBRASKA
GAGE | NEBRASKA
CHISAGO | MINNESOTA
WASHINGTON | MAINE
WASHINGTON | MINNESOTA
WASHINGTON | MISSISSIPPI
WASHINGTON | NEBRASKA
WASHINGTON | RHODE ISLAND
WASHINGTON | TENNESSEE
WASHINGTON | TEXAS
WASHINGTON | VIRGINIA
SIMPSON | MISSISSIPPI
BENZIE | MICHIGAN
SMYTH | VIRGINIA
REDWOOD | MINNESOTA
MONTCALM | MICHIGAN
ONTONAGON | MICHIGAN
RANDALL | TEXAS
WICHITA | TEXAS
NOBLES | MINNESOTA
TAYLOR | TEXAS
TAYLOR | WEST VIRGINIA
COMANCHE | TEXAS
ALBANY | WYOMING
CROOK | WYOMING
ANTELOPE | NEBRASKA
LOUP | NEBRASKA
NELSON | VIRGINIA
DAKOTA | MINNESOTA
DAKOTA | NEBRASKA
BELTRAMI | MINNESOTA
NEWAYGO | MICHIGAN
CHERRY | NEBRASKA
BUTLER | NEBRASKA
AMITE | MISSISSIPPI
ROOSEVELT | MONTANA
ROOSEVELT | NEW MEXICO
ATLANTIC | NEW JERSEY
STEARNS | MINNESOTA
TOM GREEN | TEXAS
FOARD | TEXAS
RADFORD CITY | VIRGINIA
MCLEOD | MINNESOTA
ANTRIM | MICHIGAN
ISSAQUENA | MISSISSIPPI
GOGEBIC | MICHIGAN
SCOTTS BLUFF | NEBRASKA
ROANE | TENNESSEE
ROANE | WEST VIRGINIA
LOUDON | TENNESSEE
NEMAHA | NEBRASKA
TORRANCE | NEW MEXICO
AUSTIN | TEXAS
NANTUCKET | MASSACHUSETTS
WILLIAMSBURG CITY | VIRGINIA
PENOBSCOT | MAINE
GRAY | TEXAS
NATRONA | WYOMING
EDDY | NEW MEXICO
CURRY | NEW MEXICO
LEA | NEW MEXICO
SCOTT | MINNESOTA
SCOTT | MISSISSIPPI
SCOTT | TENNESSEE
SCOTT | VIRGINIA
CHESTER | TENNESSEE
CHEROKEE | TEXAS
VICTORIA | TEXAS
MECKLENBURG | VIRGINIA
SCURRY | TEXAS
MEEKER | MINNESOTA
MENOMINEE | MICHIGAN
PRINCE WILLIAM | VIRGINIA
CHEATHAM | TENNESSEE
PANOLA | MISSISSIPPI
PANOLA | TEXAS
KANDIYOHI | MINNESOTA
DUVAL | TEXAS
GAINES | TEXAS
LAMPASAS | TEXAS
EMPORIA CITY | VIRGINIA
AITKIN | MINNESOTA
SAGADAHOC | MAINE
MINGO | WEST VIRGINIA
DINWIDDIE | VIRGINIA
PATRICK | VIRGINIA
HARDEMAN | TENNESSEE
HARDEMAN | TEXAS
LAMB | TEXAS
CASCADE | MONTANA
HAWKINS | TENNESSEE
MORA | NEW MEXICO
WASHTENAW | MICHIGAN
DODGE | MINNESOTA
DODGE | NEBRASKA
WESTON | WYOMING
MERCER | NEW JERSEY
MERCER | WEST VIRGINIA
BEXAR | TEXAS
SURRY | VIRGINIA
MERRICK | NEBRASKA
WOOD | TEXAS
WOOD | WEST VIRGINIA
ESSEX | MASSACHUSETTS
ESSEX | NEW JERSEY
ESSEX | VIRGINIA
WALTHALL | MISSISSIPPI
KNOX | MAINE
KNOX | NEBRASKA
KNOX | TENNESSEE
KNOX | TEXAS
OTSEGO | MICHIGAN
GILES | TENNESSEE
GILES | VIRGINIA
FLUVANNA | VIRGINIA
RICHMOND | VIRGINIA
VALENCIA | NEW MEXICO
GOSHEN | WYOMING
CHARLOTTE | VIRGINIA
LOVING | TEXAS
SANDOVAL | NEW MEXICO
ZAPATA | TEXAS
LOS ALAMOS | NEW MEXICO
MCCULLOCH | TEXAS
MARTINSVILLE CITY | VIRGINIA
HAMILTON | NEBRASKA
HAMILTON | TENNESSEE
HAMILTON | TEXAS
GALLATIN | MONTANA
HOUGHTON | MICHIGAN
NANCE | NEBRASKA
PEARL RIVER | MISSISSIPPI
ARMSTRONG | TEXAS
TISHOMINGO | MISSISSIPPI
Year: 1986 transformed
2057 Counties

ST. MARY | LOUISIANA
WALWORTH | SOUTH DAKOTA
POTTAWATTAMIE | IOWA
KAY | OKLAHOMA
CAMERON | LOUISIANA
WELD | COLORADO
MORTON | KANSAS
LANCASTER | SOUTH CAROLINA
CHRISTIAN | ILLINOIS
CHRISTIAN | KENTUCKY
BUCHANAN | IOWA
FAYETTE | ALABAMA
FAYETTE | GEORGIA
FAYETTE | ILLINOIS
FAYETTE | IOWA
FAYETTE | KENTUCKY
OURAY | COLORADO
ST. JAMES | LOUISIANA
DEWEY | OKLAHOMA
DEWEY | SOUTH DAKOTA
RENO | KANSAS
OWSLEY | KENTUCKY
DESOTO | LOUISIANA
CARROLL | ARKANSAS
CARROLL | GEORGIA
CARROLL | ILLINOIS
CARROLL | IOWA
CARROLL | KENTUCKY
CARROLL | NEW HAMPSHIRE
OLDHAM | KENTUCKY
CASS | ILLINOIS
CASS | IOWA
STANTON | KANSAS
SAGUACHE | COLORADO
PIATT | ILLINOIS
BARTON | KANSAS
LOGAN | ARKANSAS
LOGAN | COLORADO
LOGAN | ILLINOIS
LOGAN | KANSAS
LOGAN | KENTUCKY
LOGAN | OKLAHOMA
RUSSELL | ALABAMA
RUSSELL | KANSAS
RUSSELL | KENTUCKY
MOULTRIE | ILLINOIS
BARBER | KANSAS
MCCOOK | SOUTH DAKOTA
WOODWARD | OKLAHOMA
ROUTT | COLORADO
KENTON | KENTUCKY
GARRARD | KENTUCKY
EVANS | GEORGIA
CERRO GORDO | IOWA
SEARCY | ARKANSAS
TALIAFERRO | GEORGIA
ALAMOSA | COLORADO
TILLMAN | OKLAHOMA
